passenger_name,tpep_pickup_datetime,tpep_dropoff_datetime,payment_method,passenger_count,trip_distance,fare_amount,tip_amount,tolls_amount,passenger_first_name,travel_time,total_amount
Jessica Ortiz,2017-04-15 13:56:10,2017-04-15 14:03:10,Card,1,1.13,7.0,0.0,0.0,Jessica,0 days 00:07:00,7.0
Derek Beasley,2017-03-05 19:53:21,2017-03-05 19:55:53,Cash,1,0.43,4.0,0.96,0.0,Derek,0 days 00:02:32,4.96
Bruce Davis,2017-09-26 11:56:19,2017-09-26 12:01:58,Cash,1,1.72,7.5,0.0,0.0,Bruce,0 days 00:05:39,7.5
Ian Porter,2017-01-25 18:33:16,2017-01-25 18:55:51,Cash,1,3.2,16.0,2.0,0.0,Ian,0 days 00:22:35,18.0
Angela Williams,2017-08-13 10:01:30,2017-08-13 10:22:20,Cash,6,10.01,29.0,8.89,5.76,Angela,0 days 00:20:50,43.65
Gregory Holmes,2017-04-11 16:13:04,2017-04-11 16:18:29,Card,1,0.8,6.0,2.3,0.0,Gregory,0 days 00:05:25,8.3
Jessica Santiago,2017-01-24 18:03:38,2017-01-24 18:09:15,Card,1,1.35,6.0,1.0,0.0,Jessica,0 days 00:05:37,7.0
Amanda Harding,2017-02-25 18:11:36,2017-02-25 18:45:37,Card,5,3.85,21.5,0.0,0.0,Amanda,0 days 00:34:01,21.5
David Chavez,2017-11-17 22:09:03,2017-11-17 22:29:09,Cash,5,1.6,12.5,0.0,0.0,David,0 days 00:20:06,12.5
Lisa Bullock,2017-02-13 16:25:41,2017-02-13 16:55:35,Cash,1,4.2,21.0,0.0,0.0,Lisa,0 days 00:29:54,21.0
Michele Figueroa,2017-05-28 21:33:34,2017-05-28 21:41:22,Card,1,2.1,8.5,1.25,0.0,Michele,0 days 00:07:48,9.75
Robert Ward,2017-07-07 05:23:56,2017-07-07 05:26:24,Cash,5,0.74,4.5,1.16,0.0,Robert,0 days 00:02:28,5.66
Christine Simpson,2017-11-30 21:06:14,2017-11-30 21:14:01,Cash,4,0.99,7.0,1.0,0.0,Christine,0 days 00:07:47,8.0
Bradley Smith,2017-08-05 15:32:48,2017-08-05 15:39:57,Cash,1,1.3,7.0,0.0,0.0,Bradley,0 days 00:07:09,7.0
William Wright,2017-11-18 10:33:09,2017-11-18 10:45:24,Cash,6,2.21,10.5,1.7,0.0,William,0 days 00:12:15,12.2
Hannah Shepherd,2017-01-27 14:58:47,2017-01-27 15:15:53,Card,3,1.9,12.5,2.0,0.0,Hannah,0 days 00:17:06,14.5
Johnny Powell,2017-06-24 07:02:13,2017-06-24 07:09:00,Cash,1,1.32,7.0,1.1,0.0,Johnny,0 days 00:06:47,8.1
Lindsey Mathis,2017-07-29 13:22:34,2017-07-29 13:49:07,Cash,1,4.93,20.0,2.0,0.0,Lindsey,0 days 00:26:33,22.0
Lauren Becker,2017-11-22 01:15:43,2017-11-22 01:23:38,Cash,1,1.4,7.5,1.75,0.0,Lauren,0 days 00:07:55,9.25
Amber Sellers,2017-06-09 16:47:06,2017-06-09 17:14:38,Card,1,2.52,18.0,3.96,0.0,Amber,0 days 00:27:32,21.96
Paul Ortiz,2017-04-11 19:35:31,2017-04-11 19:51:12,Card,1,2.69,12.0,0.0,0.0,Paul,0 days 00:15:41,12.0
Robert Smith,2017-02-05 17:46:38,2017-02-05 17:57:53,Card,1,1.5,8.5,1.0,0.0,Robert,0 days 00:11:15,9.5
Victoria Hayes,2017-10-12 08:42:25,2017-10-12 08:57:22,Cash,1,1.36,10.5,2.26,0.0,Victoria,0 days 00:14:57,12.76
Kevin Gentry,2017-05-12 08:52:40,2017-05-12 09:09:29,Cash,1,1.52,11.5,2.46,0.0,Kevin,0 days 00:16:49,13.96
Jonathan Phillips,2017-11-23 00:31:38,2017-11-23 00:45:00,Card,1,4.5,14.5,0.0,0.0,Jonathan,0 days 00:13:22,14.5
Richard Campbell,2017-11-11 13:39:55,2017-11-11 14:53:05,Card,1,13.61,55.0,11.16,0.0,Richard,0 days 01:13:10,66.16
Robert Blackburn,2017-08-14 12:26:31,2017-08-14 12:49:29,Cash,3,4.5,19.0,0.0,0.0,Robert,0 days 00:22:58,19.0
Natasha Molina,2017-03-13 15:40:17,2017-03-13 15:48:35,Card,1,1.1,7.5,1.65,0.0,Natasha,0 days 00:08:18,9.15
Michele Davis,2017-07-16 01:33:20,2017-07-16 01:38:08,Card,1,1.29,6.0,1.46,0.0,Michele,0 days 00:04:48,7.46
Andrea Fernandez,2017-09-01 19:03:24,2017-09-01 19:11:10,Card,2,1.54,7.5,0.0,0.0,Andrea,0 days 00:07:46,7.5
Julia Morales,2017-05-17 21:16:15,2017-05-17 21:22:45,Card,2,1.3,6.5,0.0,0.0,Julia,0 days 00:06:30,6.5
Jordan Short,2017-11-04 19:29:21,2017-11-04 19:37:57,Card,1,1.0,7.0,1.55,0.0,Jordan,0 days 00:08:36,8.55
Linda Freeman,2017-09-14 10:57:36,2017-09-14 11:08:46,Card,1,1.3,9.0,1.95,0.0,Linda,0 days 00:11:10,10.95
Michael Jackson,2017-05-13 14:01:05,2017-05-13 14:05:15,Cash,1,0.7,5.0,0.0,0.0,Michael,0 days 00:04:10,5.0
Jesse Goodman,2017-10-05 17:05:41,2017-10-05 17:13:12,Card,2,1.1,7.0,2.0,0.0,Jesse,0 days 00:07:31,9.0
Christopher Simon,2017-10-10 20:17:38,2017-10-10 20:24:12,Cash,1,1.24,6.5,1.56,0.0,Christopher,0 days 00:06:34,8.06
Timothy Dodson,2017-03-21 11:24:31,2017-03-21 11:49:47,Card,1,8.18,26.0,5.36,0.0,Timothy,0 days 00:25:16,31.36
Rodney Williams,2017-03-04 01:13:55,2017-03-04 01:25:26,Cash,1,1.7,9.5,1.0,0.0,Rodney,0 days 00:11:31,10.5
Patricia Roberts,2017-12-07 10:30:16,2017-12-07 10:40:06,Cash,1,1.36,8.0,1.76,0.0,Patricia,0 days 00:09:50,9.76
Jeremy Tate,2017-02-09 08:26:20,2017-02-09 08:43:56,Card,1,2.19,12.0,0.0,0.0,Jeremy,0 days 00:17:36,12.0
Kenneth Ford,2017-11-20 17:03:01,2017-11-20 17:13:08,Cash,1,1.25,8.0,1.96,0.0,Kenneth,0 days 00:10:07,9.96
Ann Ramirez,2017-08-28 15:04:32,2017-08-28 15:19:07,Cash,1,1.42,10.5,2.82,0.0,Ann,0 days 00:14:35,13.32
Janet Long,2017-07-27 22:53:32,2017-07-27 22:56:05,Card,1,0.45,4.0,0.0,0.0,Janet,0 days 00:02:33,4.0
Jesse Williams,2017-11-19 08:25:17,2017-11-19 08:36:54,Cash,1,6.7,20.0,0.0,0.0,Jesse,0 days 00:11:37,20.0
Erik Church,2017-12-20 19:15:56,2017-12-20 19:25:36,Cash,1,2.3,10.0,2.3,0.0,Erik,0 days 00:09:40,12.3
Kelsey Lewis,2017-10-02 10:17:30,2017-10-02 10:25:56,Cash,1,1.15,7.0,1.56,0.0,Kelsey,0 days 00:08:26,8.56
Brittany Chase,2017-07-13 11:17:26,2017-07-13 11:23:54,Card,2,0.68,5.5,0.0,0.0,Brittany,0 days 00:06:28,5.5
Julie Case,2017-09-24 19:44:28,2017-09-24 20:10:47,Cash,4,5.04,21.0,0.0,0.0,Julie,0 days 00:26:19,21.0
Jacob Sellers,2017-02-28 17:40:20,2017-02-28 17:55:25,Cash,1,1.46,10.5,3.69,0.0,Jacob,0 days 00:15:05,14.19
Sheila Marsh,2017-01-20 18:21:58,2017-01-20 18:34:17,Cash,1,1.0,9.0,0.0,0.0,Sheila,0 days 00:12:19,9.0
Lisa Garza,2017-12-06 23:37:08,2017-12-07 00:06:19,Card,1,18.93,52.0,0.0,0.0,Lisa,0 days 00:29:11,52.0
Michael Hopkins,2017-05-26 22:34:08,2017-05-26 22:39:37,Cash,2,0.6,5.0,0.0,0.0,Michael,0 days 00:05:29,5.0
Melissa Gates,2017-11-14 07:32:28,2017-11-14 08:22:59,Cash,1,15.48,45.0,8.0,5.76,Melissa,0 days 00:50:31,58.76
Mark Banks,2017-01-19 00:03:42,2017-01-19 00:09:55,Card,1,1.1,6.0,0.0,0.0,Mark,0 days 00:06:13,6.0
Anna Rogers,2017-01-27 01:37:01,2017-01-27 01:52:31,Card,1,3.8,15.0,0.0,0.0,Anna,0 days 00:15:30,15.0
Stephen Harrell,2017-04-16 23:08:31,2017-04-16 23:24:44,Card,1,6.02,19.5,0.0,0.0,Stephen,0 days 00:16:13,19.5
Tina Day,2017-03-05 10:04:43,2017-03-05 10:13:55,Cash,1,1.8,8.5,0.0,0.0,Tina,0 days 00:09:12,8.5
James Morris,2017-03-14 17:21:47,2017-03-14 17:26:40,Cash,1,1.74,7.0,1.76,0.0,James,0 days 00:04:53,8.76
Ashley Potts,2017-04-29 13:26:16,2017-04-29 13:37:35,Card,1,2.06,10.0,2.16,0.0,Ashley,0 days 00:11:19,12.16
Brittany Taylor,2017-01-04 07:34:54,2017-01-04 07:45:13,Card,1,1.2,8.0,0.0,0.0,Brittany,0 days 00:10:19,8.0
Lisa Richardson,2017-01-24 21:08:02,2017-01-24 21:16:46,Card,1,1.65,8.0,0.0,0.0,Lisa,0 days 00:08:44,8.0
Kenneth Thomas,2017-11-28 16:05:55,2017-11-28 16:08:30,Card,1,0.6,4.0,0.0,0.0,Kenneth,0 days 00:02:35,4.0
Robert Fox,2017-08-20 21:14:07,2017-08-20 21:21:40,Cash,5,1.12,7.0,0.0,0.0,Robert,0 days 00:07:33,7.0
Elijah Erickson,2017-10-30 09:50:34,2017-10-30 10:32:09,Card,3,3.7,25.5,0.0,0.0,Elijah,0 days 00:41:35,25.5
John Taylor,2017-08-06 04:23:26,2017-08-06 04:33:36,Cash,1,1.52,8.5,0.0,0.0,John,0 days 00:10:10,8.5
Heather Gutierrez,2017-05-20 19:43:58,2017-05-20 19:51:43,Cash,1,1.36,7.5,1.66,0.0,Heather,0 days 00:07:45,9.16
Mary Smith,2017-08-12 19:23:20,2017-08-12 19:52:16,Card,1,5.0,21.0,0.0,0.0,Mary,0 days 00:28:56,21.0
Sean Adams,2017-07-21 11:25:39,2017-07-21 11:30:49,Card,1,0.76,5.5,0.0,0.0,Sean,0 days 00:05:10,5.5
Joel Lane MD,2017-02-17 10:59:41,2017-02-17 11:11:47,Cash,1,2.15,10.0,2.16,0.0,Joel,0 days 00:12:06,12.16
Kelly Mcintyre,2017-03-08 16:00:15,2017-03-08 16:07:11,Cash,1,0.67,6.0,1.0,0.0,Kelly,0 days 00:06:56,7.0
Brenda Thomas,2017-10-03 07:47:59,2017-10-03 08:09:22,Card,2,1.7,14.0,0.0,0.0,Brenda,0 days 00:21:23,14.0
Mr. Michael Perkins PhD,2017-09-03 13:52:44,2017-09-03 14:09:06,Card,2,5.2,18.5,0.0,0.0,Mr.,0 days 00:16:22,18.5
Daniel White,2017-05-24 06:58:45,2017-05-24 07:02:04,Cash,1,0.48,4.0,0.0,0.0,Daniel,0 days 00:03:19,4.0
Lisa George,2017-03-07 23:51:39,2017-03-07 23:57:50,Cash,1,2.1,8.0,1.85,0.0,Lisa,0 days 00:06:11,9.85
Travis Ward,2017-08-01 11:23:05,2017-08-01 11:47:02,Cash,1,2.16,15.5,3.26,0.0,Travis,0 days 00:23:57,18.759999999999998
John Hawkins,2017-03-21 16:37:30,2017-03-21 16:47:24,Card,1,1.4,8.0,1.0,0.0,John,0 days 00:09:54,9.0
Rachael Ryan,2017-04-28 21:06:17,2017-04-28 21:28:11,Cash,1,4.33,18.0,5.79,0.0,Rachael,0 days 00:21:54,23.79
Jennifer Jackson,2017-01-09 19:56:06,2017-01-09 20:28:06,Cash,1,16.48,45.5,9.46,0.0,Jennifer,0 days 00:32:00,54.96
Jose Miller,2017-12-18 10:09:30,2017-12-18 10:34:21,Cash,1,4.9,21.5,4.45,0.0,Jose,0 days 00:24:51,25.95
Joshua Rosario,2017-03-03 23:48:26,2017-03-04 00:01:25,Cash,1,2.81,12.0,2.0,0.0,Joshua,0 days 00:12:59,14.0
Tammy Johnson,2017-02-13 21:13:32,2017-02-13 21:25:26,Cash,1,2.4,11.0,0.0,0.0,Tammy,0 days 00:11:54,11.0
Brenda Johnson,2017-06-17 17:50:21,2017-06-17 17:52:15,Card,2,0.6,4.0,1.4,0.0,Brenda,0 days 00:01:54,5.4
Pamela Hamilton,2017-02-26 10:04:11,2017-02-26 10:08:15,Card,1,1.01,5.5,0.0,0.0,Pamela,0 days 00:04:04,5.5
Jillian Sutton,2017-10-29 23:07:52,2017-10-29 23:26:13,Cash,1,6.0,19.5,3.0,0.0,Jillian,0 days 00:18:21,22.5
Sandra Jackson,2017-01-06 20:29:21,2017-01-06 20:34:10,Card,1,0.61,5.0,1.26,0.0,Sandra,0 days 00:04:49,6.26
Joe Craig,2017-04-15 00:40:14,2017-04-15 00:55:17,Card,4,2.0,11.0,2.0,0.0,Joe,0 days 00:15:03,13.0
Julie Powell,2017-09-18 15:09:56,2017-09-18 15:19:38,Card,6,1.89,9.0,0.0,0.0,Julie,0 days 00:09:42,9.0
Jason Robinson,2017-12-13 22:31:09,2017-12-13 22:47:16,Cash,3,2.24,12.5,2.0,0.0,Jason,0 days 00:16:07,14.5
James Hill,2017-08-02 12:33:00,2017-08-02 12:50:03,Cash,1,1.9,12.0,3.2,0.0,James,0 days 00:17:03,15.2
Jerry Brown,2017-09-03 21:12:11,2017-09-03 21:20:44,Card,1,1.16,7.5,0.0,0.0,Jerry,0 days 00:08:33,7.5
Matthew Campbell,2017-10-13 20:06:58,2017-10-13 20:13:06,Cash,1,0.5,5.5,0.0,0.0,Matthew,0 days 00:06:08,5.5
Jessica Jones,2017-11-24 17:26:07,2017-11-24 17:51:18,Cash,1,2.6,17.0,0.0,0.0,Jessica,0 days 00:25:11,17.0
Frank Nelson,2017-10-03 13:29:14,2017-10-03 13:37:17,Cash,1,1.21,7.0,1.56,0.0,Frank,0 days 00:08:03,8.56
Lindsay Foley,2017-05-24 14:00:28,2017-05-24 14:18:00,Card,2,4.4,18.0,3.38,0.0,Lindsay,0 days 00:17:32,21.38
Kelsey Watts,2017-04-05 19:39:54,2017-04-05 19:44:19,Cash,1,0.54,4.5,1.0,0.0,Kelsey,0 days 00:04:25,5.5
Amy Sanford,2017-09-06 19:59:31,2017-09-06 20:21:27,Cash,5,7.32,24.0,5.06,0.0,Amy,0 days 00:21:56,29.06
Dr. John Ryan,2017-09-17 08:13:33,2017-09-17 08:19:08,Card,1,1.4,6.5,0.0,0.0,Dr.,0 days 00:05:35,6.5
Cathy Lopez,2017-08-01 07:47:52,2017-08-01 08:03:28,Card,1,2.81,12.5,2.66,0.0,Cathy,0 days 00:15:36,15.16
Richard Mendoza,2017-12-17 20:29:26,2017-12-17 20:35:37,Cash,2,0.92,6.0,1.46,0.0,Richard,0 days 00:06:11,7.46
Kristen Rogers,2017-01-10 10:12:25,2017-01-10 10:28:11,Cash,1,1.9,12.0,2.55,0.0,Kristen,0 days 00:15:46,14.55
Joel Allen,2017-07-08 06:08:05,2017-07-08 06:11:21,Cash,1,0.62,4.5,0.0,0.0,Joel,0 days 00:03:16,4.5
Dr. Brandon Smith II,2017-01-19 19:48:45,2017-01-19 19:57:05,Card,1,2.1,8.5,0.0,0.0,Dr.,0 days 00:08:20,8.5
Matthew Perez,2017-02-03 08:14:02,2017-02-03 08:15:45,Card,1,0.24,3.5,0.86,0.0,Matthew,0 days 00:01:43,4.36
Mr. Reginald Phillips PhD,2017-04-25 17:40:53,2017-04-25 18:01:05,Cash,1,1.39,13.0,3.7,0.0,Mr.,0 days 00:20:12,16.7
Sarah King,2017-01-05 16:25:59,2017-01-05 16:55:08,Card,1,3.5,19.5,2.0,0.0,Sarah,0 days 00:29:09,21.5
Robert Torres,2017-06-30 20:10:02,2017-06-30 20:18:07,Card,1,0.84,7.0,2.08,0.0,Robert,0 days 00:08:05,9.08
Renee Smith,2017-06-17 16:39:27,2017-06-17 16:53:42,Cash,5,2.68,11.5,2.46,0.0,Renee,0 days 00:14:15,13.96
Samuel Huff,2017-03-28 09:57:44,2017-03-28 10:26:35,Card,2,10.91,32.5,7.81,5.76,Samuel,0 days 00:28:51,46.07
Drew Moss,2017-04-08 14:59:12,2017-04-08 15:37:07,Card,1,4.5,23.5,0.0,0.0,Drew,0 days 00:37:55,23.5
Richard Garza,2017-06-22 21:20:13,2017-06-22 21:31:04,Cash,1,1.4,8.5,1.95,0.0,Richard,0 days 00:10:51,10.45
Emily Schmidt,2017-10-12 05:36:49,2017-10-12 05:44:50,Card,1,2.0,8.5,1.95,0.0,Emily,0 days 00:08:01,10.45
Tiffany Walker,2017-04-10 09:46:18,2017-04-10 09:47:34,Cash,1,0.4,3.5,0.0,0.0,Tiffany,0 days 00:01:16,3.5
Charles Booker,2017-06-03 12:46:06,2017-06-03 12:52:18,Cash,1,0.6,5.5,1.26,0.0,Charles,0 days 00:06:12,6.76
Jesse Herring,2017-03-28 09:40:33,2017-03-28 09:48:02,Card,1,0.9,7.0,0.0,0.0,Jesse,0 days 00:07:29,7.0
Helen Smith,2017-01-04 22:16:37,2017-01-04 22:25:23,Card,1,1.22,7.5,0.0,0.0,Helen,0 days 00:08:46,7.5
Tanya Arroyo,2017-07-20 13:21:55,2017-07-20 14:21:20,Card,1,17.86,78.0,0.0,16.5,Tanya,0 days 00:59:25,94.5
Karen Jordan MD,2017-04-08 15:57:56,2017-04-08 16:11:44,Cash,3,1.7,10.0,2.7,0.0,Karen,0 days 00:13:48,12.7
Jonathan Brooks,2017-02-19 17:42:44,2017-02-19 17:51:22,Cash,3,0.7,7.0,0.0,0.0,Jonathan,0 days 00:08:38,7.0
Pamela Martin,2017-04-15 16:05:24,2017-04-15 16:19:30,Card,1,1.42,10.0,1.0,0.0,Pamela,0 days 00:14:06,11.0
Megan Kaufman,2017-09-22 17:23:18,2017-09-22 17:28:41,Cash,1,0.9,6.0,1.2,0.0,Megan,0 days 00:05:23,7.2
Brenda Perez,2017-02-20 10:55:58,2017-02-20 11:24:16,Cash,1,8.8,29.0,0.0,0.0,Brenda,0 days 00:28:18,29.0
Melissa Sanchez,2017-12-27 12:40:46,2017-12-27 12:56:36,Cash,6,1.28,11.0,0.0,0.0,Melissa,0 days 00:15:50,11.0
Juan Andrade,2017-04-20 21:29:29,2017-04-20 21:33:16,Card,1,0.79,5.0,0.0,0.0,Juan,0 days 00:03:47,5.0
Christie Jordan,2017-08-19 21:35:15,2017-08-19 21:45:17,Cash,1,1.7,8.5,1.96,0.0,Christie,0 days 00:10:02,10.46
Christine Schwartz,2017-08-27 22:13:17,2017-08-27 22:23:12,Card,1,2.19,10.0,2.82,0.0,Christine,0 days 00:09:55,12.82
James Brown,2017-04-01 17:45:49,2017-04-01 17:54:01,Card,1,0.9,7.0,0.0,0.0,James,0 days 00:08:12,7.0
Sharon Underwood,2017-06-22 10:34:30,2017-06-22 10:47:22,Cash,1,1.0,9.0,1.96,0.0,Sharon,0 days 00:12:52,10.96
Janice Jackson,2017-02-18 14:34:19,2017-02-18 14:48:50,Cash,1,2.5,12.5,3.95,0.0,Janice,0 days 00:14:31,16.45
Steven Schneider,2017-12-09 17:07:31,2017-12-09 17:28:55,Card,1,3.42,15.5,3.26,0.0,Steven,0 days 00:21:24,18.759999999999998
Michael Owen,2017-06-20 13:33:27,2017-06-20 13:49:39,Cash,1,1.7,11.5,0.0,0.0,Michael,0 days 00:16:12,11.5
Scott Bailey,2017-06-03 02:28:59,2017-06-03 02:42:01,Cash,1,2.42,11.5,1.0,0.0,Scott,0 days 00:13:02,12.5
Lisa Collins,2017-02-01 07:28:22,2017-02-01 07:36:53,Cash,1,2.89,10.5,0.0,0.0,Lisa,0 days 00:08:31,10.5
Holly Gilbert,2017-11-17 19:01:30,2017-11-17 19:05:10,Card,1,0.64,4.5,1.26,0.0,Holly,0 days 00:03:40,5.76
Kevin Pierce,2017-01-15 11:45:27,2017-01-15 11:56:34,Card,1,2.0,10.0,2.15,0.0,Kevin,0 days 00:11:07,12.15
Jose Garcia,2017-11-28 19:07:53,2017-11-28 19:21:56,Cash,5,1.97,10.5,3.08,0.0,Jose,0 days 00:14:03,13.58
Caroline Sanders,2017-09-21 22:10:06,2017-09-21 22:14:26,Cash,1,1.03,5.5,0.0,0.0,Caroline,0 days 00:04:20,5.5
Mark Wheeler,2017-01-03 09:24:51,2017-01-03 09:38:13,Card,1,1.77,10.0,1.0,0.0,Mark,0 days 00:13:22,11.0
Julia Hunt,2017-01-20 17:48:11,2017-01-20 18:27:15,Card,1,8.6,31.0,7.65,5.54,Julia,0 days 00:39:04,44.19
Arthur Bennett,2017-03-15 06:53:06,2017-03-15 06:59:47,Card,1,1.0,6.5,1.45,0.0,Arthur,0 days 00:06:41,7.95
Maria Mason,2017-04-18 22:30:15,2017-04-18 22:32:30,Card,1,0.9,4.5,0.0,0.0,Maria,0 days 00:02:15,4.5
Thomas Baldwin,2017-02-26 16:41:26,2017-02-26 17:21:21,Card,1,13.31,41.0,5.0,0.0,Thomas,0 days 00:39:55,46.0
Jennifer Peterson,2017-03-17 20:02:10,2017-03-17 20:36:45,Cash,5,5.29,23.5,4.96,0.0,Jennifer,0 days 00:34:35,28.46
Christine Waters,2017-04-13 20:27:27,2017-04-13 20:38:00,Card,1,1.5,8.5,1.95,0.0,Christine,0 days 00:10:33,10.45
Kathryn Duffy,2017-06-18 13:35:30,2017-06-18 13:57:07,Cash,2,7.48,24.0,2.0,0.0,Kathryn,0 days 00:21:37,26.0
Jillian Le,2017-12-12 08:41:36,2017-12-12 09:13:41,Card,5,6.98,27.0,8.34,0.0,Jillian,0 days 00:32:05,35.34
Ryan Parrish,2017-08-24 18:53:27,2017-08-24 19:24:38,Card,1,4.33,21.5,4.66,0.0,Ryan,0 days 00:31:11,26.16
Carrie Trujillo,2017-06-09 08:17:19,2017-06-09 08:28:44,Card,1,4.6,15.0,0.0,0.0,Carrie,0 days 00:11:25,15.0
Martha Smith,2017-02-06 09:05:41,2017-02-06 09:13:18,Card,1,0.8,6.5,1.45,0.0,Martha,0 days 00:07:37,7.95
Sarah Jackson,2017-06-27 20:30:15,2017-06-27 20:43:11,Card,2,2.0,10.5,2.35,0.0,Sarah,0 days 00:12:56,12.85
Julia Morgan,2017-11-06 19:43:34,2017-11-06 19:47:04,Card,1,0.42,4.0,0.87,0.0,Julia,0 days 00:03:30,4.87
Jaime Smith,2017-06-19 07:52:27,2017-06-19 08:13:40,Card,1,3.2,15.5,0.0,0.0,Jaime,0 days 00:21:13,15.5
Scott Rivera,2017-12-21 21:31:12,2017-12-21 22:11:58,Card,6,18.17,51.5,0.0,0.0,Scott,0 days 00:40:46,51.5
Crystal Liu,2017-05-04 09:51:54,2017-05-04 10:07:02,Card,1,1.2,10.5,0.0,0.0,Crystal,0 days 00:15:08,10.5
Molly Valenzuela,2017-09-30 18:23:44,2017-09-30 18:36:11,Cash,2,1.7,10.0,1.62,0.0,Molly,0 days 00:12:27,11.620000000000001
Hailey Harris,2017-01-22 05:52:57,2017-01-22 05:54:43,Cash,3,0.68,4.0,1.06,0.0,Hailey,0 days 00:01:46,5.0600000000000005
Paul Delgado,2017-07-09 15:10:20,2017-07-09 15:15:05,Cash,1,0.6,5.0,0.0,0.0,Paul,0 days 00:04:45,5.0
Diana Price,2017-01-07 06:28:02,2017-01-07 06:39:24,Cash,1,2.1,10.0,0.0,0.0,Diana,0 days 00:11:22,10.0
Mackenzie Sutton,2017-11-02 07:59:48,2017-11-02 08:09:47,Cash,1,1.2,8.0,1.75,0.0,Mackenzie,0 days 00:09:59,9.75
Mallory Harding,2017-03-10 13:11:10,2017-03-10 13:23:11,Card,5,1.25,9.0,0.0,0.0,Mallory,0 days 00:12:01,9.0
Brian Keller,2017-10-21 08:55:05,2017-10-21 09:07:10,Cash,4,2.4,10.0,0.0,0.0,Brian,0 days 00:12:05,10.0
John Faulkner,2017-02-10 09:46:09,2017-02-10 10:18:20,Card,5,5.55,24.5,1.0,0.0,John,0 days 00:32:11,25.5
Paul Hendrix,2017-05-16 17:00:25,2017-05-16 17:10:49,Card,2,0.9,8.0,1.96,0.0,Paul,0 days 00:10:24,9.96
Shelly Baker,2017-04-11 02:33:23,2017-04-11 02:43:05,Cash,6,4.44,14.0,3.82,0.0,Shelly,0 days 00:09:42,17.82
Jesus Miller,2017-01-12 21:24:01,2017-01-12 22:00:29,Cash,1,7.66,29.0,4.0,0.0,Jesus,0 days 00:36:28,33.0
Craig Boyd,2017-01-11 21:22:33,2017-01-11 21:24:49,Card,3,0.42,3.5,0.0,0.0,Craig,0 days 00:02:16,3.5
Michelle Morris,2017-12-28 15:18:01,2017-12-28 15:26:09,Card,1,1.21,7.5,0.0,0.0,Michelle,0 days 00:08:08,7.5
Mathew Gibson,2017-07-09 14:02:44,2017-07-09 14:10:46,Card,1,1.35,7.5,0.0,0.0,Mathew,0 days 00:08:02,7.5
Marissa Mora,2017-06-29 07:52:39,2017-06-29 07:56:56,Card,5,0.91,5.0,1.16,0.0,Marissa,0 days 00:04:17,6.16
Franklin Dixon,2017-05-12 10:25:44,2017-05-12 10:29:20,Card,5,0.7,4.5,1.06,0.0,Franklin,0 days 00:03:36,5.5600000000000005
Nicholas Turner,2017-11-04 23:04:05,2017-11-04 23:22:20,Cash,2,2.23,13.0,1.7,0.0,Nicholas,0 days 00:18:15,14.7
Anthony Wood,2017-05-07 02:14:43,2017-05-07 02:30:22,Cash,2,3.39,13.5,2.96,0.0,Anthony,0 days 00:15:39,16.46
Carrie Lowe,2017-03-05 16:00:21,2017-03-05 16:03:32,Card,1,0.41,4.0,0.0,0.0,Carrie,0 days 00:03:11,4.0
Walter Brooks,2017-12-18 13:08:13,2017-12-18 13:22:34,Cash,1,2.66,12.0,2.56,0.0,Walter,0 days 00:14:21,14.56
Paula Mason,2017-09-24 23:45:45,2017-09-25 00:15:14,Card,1,17.99,52.0,14.64,5.76,Paula,0 days 00:29:29,72.4
Kristin Smith,2017-11-29 19:11:40,2017-11-29 19:16:02,Cash,1,0.8,5.0,1.35,0.0,Kristin,0 days 00:04:22,6.35
Sandra Carson,2017-02-18 06:53:13,2017-02-18 07:00:42,Card,1,1.09,6.5,0.7,0.0,Sandra,0 days 00:07:29,7.2
Mary Allen,2017-11-04 04:02:42,2017-11-04 04:10:52,Cash,1,2.6,10.5,0.0,0.0,Mary,0 days 00:08:10,10.5
Mark Miller,2017-04-22 12:16:33,2017-04-22 12:23:26,Cash,6,0.77,6.5,1.82,0.0,Mark,0 days 00:06:53,8.32
John Moore,2017-03-18 19:41:47,2017-03-18 19:49:42,Cash,1,0.69,6.5,0.0,0.0,John,0 days 00:07:55,6.5
Yolanda Walker,2017-11-04 19:48:26,2017-11-04 20:04:50,Cash,1,2.5,12.5,1.8,0.0,Yolanda,0 days 00:16:24,14.3
Melinda Smith,2017-02-02 12:34:02,2017-02-02 13:02:11,Cash,1,7.4,27.0,5.55,0.0,Melinda,0 days 00:28:09,32.55
Joe Wheeler,2017-12-14 16:16:19,2017-12-14 16:39:23,Card,1,3.5,16.5,2.75,0.0,Joe,0 days 00:23:04,19.25
Jessica Carroll,2017-02-28 18:30:05,2017-02-28 19:09:55,Cash,1,18.4,52.0,0.0,5.54,Jessica,0 days 00:39:50,57.54
Nathan Mann,2017-05-09 18:12:23,2017-05-09 18:23:24,Cash,1,1.46,9.0,2.16,0.0,Nathan,0 days 00:11:01,11.16
Derrick Holmes,2017-07-22 09:24:22,2017-07-22 09:33:08,Cash,1,1.1,7.5,1.5,0.0,Derrick,0 days 00:08:46,9.0
Austin King,2017-03-16 00:16:13,2017-03-16 00:22:42,Card,1,1.2,6.5,1.55,0.0,Austin,0 days 00:06:29,8.05
